RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,debt_to_income,total_late_payments,credit_utilization_risk,actual_default,default_probability,credit_score
0.6396778,55,0,0.246648018,10366.0,11,0,3,1,1.0,2556.753354588,1,1,0,0.04808028,573
0.550177718,58,1,0.383287165,10829.0,12,0,2,0,2.0,4150.616709785,1,1,0,0.06067029,566
0.091212088,55,0,0.277111268,4250.0,8,0,2,0,2.0,1177.7228890000001,0,0,0,0.008037444,626
0.9999999,52,0,0.643356643,1000.0,5,0,1,0,2.0,643.356643,0,2,0,0.04570729,574
0.0,48,0,4212.0,5400.0,6,0,3,0,0.0,22744800.0,0,0,0,0.04061767,578
0.0,45,0,0.366891719,11700.0,11,0,4,0,3.0,4292.6331123,0,0,0,0.01941066,600
0.086776255,56,1,0.308019674,23000.0,7,0,3,0,2.0,7084.452502,1,0,0,0.04890571,572
0.013771527,72,0,0.456152163,5940.0,7,0,2,0,2.0,2709.54384822,0,0,0,0.0058680135,635
0.603540339,35,0,0.396797153,8429.0,13,0,2,0,1.0,3344.6032026370003,0,1,1,0.1305154,541
0.29334696,71,0,0.580709645,2000.0,9,0,1,0,0.0,1161.41929,0,0,0,0.10270577,549
0.015522374,50,0,1816.0,5400.0,10,0,2,0,0.0,9806400.0,0,0,0,0.008509066,624
0.080449571,76,0,0.055180723,4149.0,6,0,0,0,0.0,228.944819727,0,0,0,0.011200505,616
0.133502741,48,0,0.586268964,11666.0,10,0,7,0,0.0,6839.4137340239995,0,0,0,0.23496862,521
0.538557422,67,0,1.169680929,6800.0,6,0,2,0,0.0,7953.8303172000005,0,1,0,0.11093496,547
0.0,74,0,2261.0,5400.0,7,0,1,0,0.0,12209400.0,0,0,0,0.002737955,657
0.049774898,55,0,1.898101898,1000.0,11,0,1,0,0.0,1898.101898,0,0,0,0.13757342,540
0.016221174,65,0,0.194925029,2600.0,9,0,2,0,3.0,506.8050754,0,0,0,0.0033696233,651
1.0,24,1,137.0,5400.0,2,0,0,0,0.0,739800.0,1,2,0,0.61694384,473
0.065846708,39,0,0.194417238,8167.0,4,0,1,0,4.0,1587.805582746,0,0,0,0.013186952,611
0.941091695,32,0,0.085375233,9100.0,6,0,0,0,0.0,776.9146202999999,0,2,0,0.17207189,532
0.110421158,35,0,0.440236328,6600.0,8,0,1,0,0.0,2905.5597648000003,0,0,0,0.082105264,556
0.739417372,47,0,0.308138372,5000.0,5,0,1,0,1.0,1540.69186,0,2,1,0.06771811,562
1.0,51,0,0.252731396,4850.0,9,0,0,0,0.0,1225.7472706,0,2,0,0.27521247,515
0.9999999,80,0,0.0,5400.0,4,0,0,0,0.0,0.0,0,2,0,0.009795173,620
0.938906109,84,0,5734.0,5400.0,5,0,1,0,0.0,26384400.0,0,2,0,0.022821257,595
0.079546023,51,0,0.31692259,12633.0,7,0,3,0,1.0,4003.68307947,0,0,0,0.027967047,589
1.0,26,1,0.153910849,2377.0,2,0,0,1,0.0,365.846088073,2,2,0,0.29532227,512
0.004590857,69,0,0.002879079,4167.0,9,0,0,0,0.0,11.997122193000001,0,0,0,0.0050017317,639
0.440609679,54,1,0.776889244,2500.0,6,0,1,0,2.0,1942.2231100000001,1,1,0,0.11114503,547
0.0,71,0,383.0,5400.0,4,0,0,0,0.0,2068200.0,0,0,0,0.004457537,643
0.114263794,59,0,0.400258023,6200.0,20,0,2,0,0.0,2481.5997426,0,0,0,0.064412884,564
0.006476665,50,1,0.178903168,7858.0,16,0,1,0,3.0,1405.821094144,1,0,0,0.02456218,593
0.001708636,90,0,1.0,5400.0,2,0,0,0,0.0,5400.0,0,0,0,0.0050540604,639
0.122969883,63,0,0.203684211,7599.0,15,0,1,0,1.0,1547.796319389,0,0,0,0.06998568,561
0.005998286,43,1,0.446974771,4478.0,6,0,2,0,1.0,2001.553024538,1,0,0,0.05346097,570
0.016721913,70,0,0.074228124,6250.0,3,0,1,0,0.0,463.92577500000004,0,0,0,0.002812538,656
0.061926812,47,0,0.475836018,9000.0,14,0,2,0,0.0,4282.524162000001,0,0,0,0.0754855,559
0.0451658,55,1,0.226220696,6696.0,11,0,2,0,0.0,1514.773780416,1,0,0,0.082603455,556
0.060884379,47,1,0.245017113,4966.0,9,0,1,0,0.0,1216.754983158,1,0,0,0.12449935,543
0.07247511,70,0,0.284716919,9166.0,5,0,2,0,1.0,2609.715279554,0,0,0,0.012492441,613
0.020462199,65,0,0.011536687,6500.0,6,0,0,0,0.0,74.9884655,0,0,0,0.0113168955,616
0.852213505,64,0,0.544367644,5352.0,8,0,1,0,0.0,2913.4556306880004,0,2,0,0.10782147,548
0.073919967,51,0,0.252474753,10000.0,9,0,1,0,2.0,2524.74753,0,0,0,0.029962547,587
0.055559468,57,1,0.010449796,2200.0,5,0,0,0,4.0,22.9895512,1,0,0,0.030137276,587
0.969276203,44,0,0.199749866,5596.0,6,0,0,0,2.0,1117.800250136,0,2,0,0.15042824,537
0.68634742,47,0,0.812540317,7750.0,10,0,4,0,3.0,6297.18745675,0,1,0,0.18988954,528
0.08017663,47,0,3600.0,5400.0,10,0,2,0,0.0,19440000.0,0,0,0,0.16155465,534
0.9999999,55,0,23.0,5400.0,0,1,0,0,0.0,124200.0,1,2,0,0.74119085,456
0.035182632,65,0,0.157450655,6636.0,6,0,1,0,1.0,1044.8425465799999,0,0,0,0.0107607655,617
0.004795796,59,0,0.958056809,3766.0,15,0,1,0,1.0,3608.041942694,0,0,0,0.038574573,579
0.362209494,47,1,0.303956578,7000.0,10,0,0,0,1.0,2127.696046,1,1,0,0.050755884,571
0.244077924,60,0,2189.0,0.0,9,0,1,0,1.0,0.0,0,0,0,0.19574235,527
0.051439835,70,0,32.0,5400.0,2,0,0,0,0.0,172800.0,0,0,0,0.015582777,606
1.0,23,0,0.017796441,5000.0,1,0,0,0,2.0,88.982205,0,2,0,0.08129961,557
0.9999999,27,0,0.247396918,2400.0,4,0,0,0,0.0,593.7526032,0,2,0,0.20579271,526
0.058153892,53,0,0.2424531,10500.0,8,0,1,0,3.0,2545.7575500000003,0,0,0,0.006493759,632
0.321570368,31,0,0.068515295,8041.0,10,0,0,0,0.0,550.9314870950001,0,1,0,0.14379583,538
0.9999999,60,0,0.667893819,5160.0,7,0,4,0,0.0,3446.33210604,0,2,0,0.03185617,585
0.022086122,40,0,0.326895606,17500.0,7,0,1,0,2.0,5720.673105,0,0,0,0.109439015,547
0.005639844,56,0,1563.0,5400.0,10,0,1,0,3.0,8440200.0,0,0,0,0.005632348,636
1.0,46,1,0.777536518,5065.0,13,0,2,0,2.0,3938.2224636700003,1,2,0,0.2860536,513
0.164413983,65,0,1187.0,5400.0,17,0,0,0,0.0,6409800.0,0,0,0,0.057014573,568
0.97655816,43,0,0.268574066,4333.0,6,0,1,0,1.0,1163.731427978,0,2,0,0.14338198,538
0.022456955,53,0,0.225967023,9642.0,11,0,2,0,0.0,2178.774035766,0,0,0,0.03220358,585
0.009428122,68,0,0.109578084,5000.0,5,0,1,0,0.0,547.8904200000001,0,0,0,0.0013564193,677
0.054485872,61,0,0.647285033,6500.0,13,0,1,0,3.0,4207.3527145,0,0,0,0.10125932,550
0.256824773,65,0,1.269492203,2500.0,15,0,0,0,0.0,3173.7305075,0,0,0,0.25487453,518
0.06439389,74,0,2542.0,5400.0,12,0,1,0,0.0,13726800.0,0,0,0,0.017735103,602
0.729713174,69,0,0.319382073,5566.0,10,0,0,0,0.0,1777.680618318,0,2,0,0.050634578,571
0.424010751,73,0,0.570326562,11666.0,21,0,2,0,1.0,6653.429672292,0,1,0,0.04111784,577
0.071463534,49,0,1651.0,5400.0,13,0,1,0,0.0,8915400.0,0,0,0,0.03811084,580
0.160558857,38,0,0.300956799,6897.0,6,0,1,0,0.0,2075.699042703,0,0,0,0.047367226,573
0.142401407,64,0,2.086637787,3000.0,13,0,3,0,0.0,6259.913361,0,0,0,0.2947864,512
0.9999999,48,1,0.00538358,5200.0,0,1,0,0,0.0,27.994616,2,2,1,0.72453666,459
0.9999999,51,0,0.00678993,9572.0,2,0,0,0,0.0,64.99320996,0,2,0,0.12927711,542
0.07979601,59,0,47.0,5400.0,1,0,0,0,0.0,253800.0,0,0,0,0.023728989,594
0.040532658,39,0,0.172287483,7916.0,11,0,0,0,0.0,1363.827715428,0,0,0,0.036356352,581
1.0,30,1,0.172915073,3920.0,5,0,0,0,0.0,677.82708616,1,2,0,0.61145425,474
0.009073514,40,0,0.323261497,4500.0,5,0,1,0,1.0,1454.6767365,0,0,0,0.0268745,590
0.147047386,56,1,0.114401077,3714.0,6,0,0,0,0.0,424.885599978,1,0,0,0.29627314,512
0.0,39,0,0.736280826,4500.0,10,0,2,0,1.0,3313.263717,0,0,0,0.022745293,595
0.022570622,63,0,0.15921659,4339.0,2,0,1,0,0.0,690.84078401,0,0,0,0.0042615845,644
0.011191327,51,0,0.845230954,1666.0,8,0,1,0,2.0,1408.154769364,0,0,0,0.010838761,617
0.140751057,51,0,0.568729904,2487.0,10,0,0,0,1.0,1414.431271248,0,0,0,0.14233813,538
0.810894673,25,0,140.0,5400.0,5,0,0,0,0.0,756000.0,0,2,0,0.32441345,508
0.010713039,69,0,0.362363919,4500.0,12,0,1,0,0.0,1630.6376355,0,0,0,0.00981128,620
0.094165097,41,0,0.360370023,7458.0,9,0,2,0,1.0,2687.639631534,0,0,0,0.0983608,551
0.169179179,63,0,1653.0,5400.0,4,0,1,0,0.0,8926200.0,0,0,0,0.08859233,554
0.046835276,37,0,0.40925538,5250.0,8,0,2,0,0.0,2148.590745,0,0,0,0.043009657,576
0.990230259,50,5,0.265716785,8000.0,12,0,0,0,0.0,2125.73428,5,2,1,0.70851105,461
0.081013516,71,0,718.0,0.0,5,0,1,0,2.0,0.0,0,0,0,0.0009983244,686
0.0,27,0,2.007936508,251.0,3,0,0,0,1.0,503.99206350799994,0,0,0,0.011685127,615
0.182637877,41,0,0.247323736,2708.0,8,0,0,0,3.0,669.7526770879999,0,0,0,0.037658606,580
0.213621768,44,1,1.042319227,3000.0,7,0,0,0,2.0,3126.957681,1,0,0,0.28508615,513
0.508953072,62,0,0.365647365,3073.0,8,0,1,0,1.0,1123.634352645,0,1,0,0.03479989,582
0.290551209,63,1,0.231137898,13770.0,12,0,2,0,2.0,3182.76885546,1,0,0,0.09090732,553
0.9999999,48,0,0.276577874,8333.0,4,0,1,0,2.0,2304.723424042,0,2,0,0.07282678,560
0.0,83,0,0.0,5400.0,5,0,0,0,0.0,0.0,0,0,0,0.0022892319,662
0.32137673,84,2,0.183613753,4100.0,18,0,0,0,0.0,752.8163873,2,1,0,0.082717985,556
0.546894387,41,2,0.238358327,3800.0,11,0,0,0,2.0,905.7616426000001,2,1,0,0.34115848,506
0.011166201,74,0,0.005838198,1198.0,7,0,0,0,0.0,6.994161204,0,0,0,0.012510265,613
0.300114116,74,0,764.0,5400.0,8,0,0,0,0.0,4125600.0,0,1,0,0.051099673,571
0.002666489,49,0,0.129884078,23000.0,6,0,2,0,0.0,2987.3337939999997,0,0,0,0.007142657,629
0.508816579,53,0,5.352290679,632.0,6,0,2,0,3.0,3382.6477091280003,0,1,0,0.031228304,586
0.115880649,64,0,0.751976285,7083.0,8,0,4,0,0.0,5326.248026655,0,0,0,0.12438838,543
0.24187906,24,1,0.009327115,1500.0,3,0,0,0,0.0,13.9906725,1,0,0,0.5673335,479
0.091837192,61,0,847.0,5400.0,7,0,0,0,0.0,4573800.0,0,0,0,0.09817391,551
0.0,42,0,0.002104709,3800.0,3,0,0,0,2.0,7.997894200000001,0,0,0,0.02693301,590
0.9999999,49,0,0.43286993,5250.0,5,0,1,0,1.0,2272.5671325000003,0,2,0,0.1316242,541
0.009040034,54,0,0.005660377,1589.0,8,0,0,0,0.0,8.994339053000001,0,0,0,0.027149905,590
0.472021119,30,1,2847.0,5400.0,10,0,1,0,0.0,15373800.0,1,1,0,0.31850561,509
0.798710064,46,0,0.544105293,3570.0,4,0,2,0,3.0,1942.45589601,0,2,0,0.09957556,550
0.000349195,32,0,0.145168157,11744.0,9,0,2,0,2.0,1704.854835808,0,0,0,0.008651127,623
0.387907473,55,0,0.132366727,16000.0,4,0,2,0,0.0,2117.867632,0,1,0,0.0062601594,633
0.019484601,84,0,0.005055612,1977.0,4,0,0,0,0.0,9.994944924,0,0,0,0.013621924,610
0.232519346,50,1,10.96039604,100.0,13,0,1,0,2.0,1096.0396039999998,1,0,0,0.046746,574
0.143051493,55,0,0.250179986,8333.0,7,0,1,0,1.0,2084.749823338,0,0,0,0.040897775,578
0.268475296,63,0,0.406448991,7380.0,23,0,2,0,0.0,2999.59355358,0,0,0,0.05107823,571
0.929860483,57,1,2.175515303,1600.0,9,0,1,0,0.0,3480.8244848,1,2,0,0.60805166,474
0.76624875,37,0,0.444584781,9500.0,5,0,2,0,2.0,4223.5554194999995,0,2,1,0.14734463,537
0.173715733,53,0,0.33608299,8000.0,9,0,1,0,0.0,2688.6639200000004,0,0,0,0.13141544,541
0.9999999,30,0,0.0,5400.0,0,0,0,0,0.0,0.0,0,2,0,0.7233332,459
0.9999999,44,0,0.0,9000.0,0,0,0,0,6.0,0.0,0,2,0,0.25197715,518
0.522985365,72,0,0.131989001,12000.0,4,0,0,0,2.0,1583.868012,0,1,0,0.012797017,612
0.110688582,38,0,0.423065722,10300.0,8,0,1,0,2.0,4357.5769365999995,0,0,0,0.06637993,563
0.560468786,60,0,0.521456235,6454.0,15,0,1,0,1.0,3365.4785406900005,0,1,0,0.05309287,570
0.061481748,56,0,0.197985986,23000.0,7,0,2,0,2.0,4553.677678,0,0,0,0.011922385,614
0.018509441,70,0,1453.0,5400.0,6,0,1,0,0.0,7846200.0,0,0,0,0.0042047645,644
0.020495768,70,0,0.332497,9166.0,18,0,1,0,0.0,3047.667502,0,0,0,0.014606465,608
0.029467776,54,0,0.24285936,12883.0,13,0,3,0,0.0,3128.7571348799997,0,0,0,0.021086486,597
0.698269993,44,0,0.837454398,4933.0,17,0,3,0,0.0,4131.162545334,0,1,0,0.38402218,500
0.85952788,72,0,1.712619742,2400.0,16,0,1,0,0.0,4110.2873808,0,2,0,0.3062956,510
0.022317223,44,0,0.00779844,3333.0,4,0,0,0,0.0,25.99220052,0,0,0,0.041517567,577
0.9999999,26,98,0.0,5400.0,0,98,0,98,0.0,0.0,294,2,0,0.91359514,419
0.050220972,76,0,0.008878128,3716.0,4,0,0,0,0.0,32.991123648000006,0,0,0,0.017274894,603
0.036382727,58,0,717.0,5400.0,8,0,1,0,0.0,3871800.0,0,0,0,0.015687067,606
0.9999999,37,1,209.0,5400.0,3,0,0,0,1.0,1128600.0,1,2,0,0.46619436,491
0.0,77,0,0.0,2000.0,1,0,0,0,0.0,0.0,0,0,0,0.0015429418,673
0.886029412,40,0,0.033410434,3890.0,1,0,0,1,3.0,129.96658826,1,2,0,0.4826718,489
0.032845781,70,0,0.333482643,8929.0,13,0,2,0,0.0,2977.6665193470003,0,0,0,0.023014471,595
0.031041263,53,0,0.265553172,6525.0,13,0,2,0,3.0,1732.7344473,0,0,0,0.012125732,614
0.0,67,0,1031.0,5400.0,8,0,1,0,0.0,5567400.0,0,0,0,0.002324383,662
0.664539784,53,1,0.665256346,8035.0,13,0,1,0,1.0,5345.33474011,1,1,0,0.17899886,531
0.043319279,50,0,0.627790736,3000.0,5,0,2,0,0.0,1883.372208,0,0,0,0.030959062,586
0.9999999,28,1,0.259606373,3200.0,2,1,0,0,1.0,830.7403936000001,2,2,0,0.3865245,500
0.017448035,63,0,0.002551548,14500.0,4,0,0,0,1.0,36.997446,0,0,0,0.02227937,596
0.033657989,51,0,62.0,5400.0,9,0,0,0,0.0,334800.0,0,0,0,0.0322498,585
0.362289308,54,0,0.357192616,11483.0,26,0,2,0,0.0,4101.642809528,0,1,0,0.044660207,575
0.040326547,46,0,1.090316978,2302.0,6,0,2,0,2.0,2509.9096833559997,0,0,0,0.024212256,593
0.090980624,64,0,0.530918946,4058.0,13,0,1,0,0.0,2154.469082868,0,0,0,0.058351513,567
0.146767235,68,0,3.203592814,500.0,3,0,1,0,0.0,1601.7964069999998,0,0,0,0.005447037,637
0.005636107,81,1,0.585624699,2072.0,3,0,1,0,0.0,1213.4143763280001,1,0,0,0.042423535,577
0.963663678,30,2,0.291743799,2700.0,9,0,0,0,0.0,787.7082573,2,2,0,0.62242794,472
0.530004126,49,0,0.269079389,20833.0,8,0,2,0,4.0,5605.730911037,0,1,0,0.01889097,601
0.242714289,44,0,0.498565691,10457.0,10,0,1,0,2.0,5213.501430787,0,0,0,0.14330688,538
0.081756124,30,0,2.11420414,1400.0,6,0,1,0,0.0,2959.885796,0,0,0,0.12294405,543
0.752682905,38,0,2359.0,5400.0,5,0,1,0,0.0,12738600.0,0,2,0,0.15484428,536
0.0,32,2,6.471502591,192.0,25,0,0,0,0.0,1242.528497472,2,0,0,0.06091857,566
0.991850547,44,2,1.006666213,14700.0,24,0,5,0,2.0,14797.993331099999,2,2,1,0.89121896,426
0.0,40,0,0.455357143,3583.0,7,0,2,0,1.0,1631.5446433690001,0,0,0,0.009866519,620
0.381933439,60,0,0.218601896,5063.0,7,0,0,0,0.0,1106.781399448,0,1,0,0.09402413,552
0.108787134,49,0,0.077897343,10500.0,2,0,1,0,0.0,817.9221014999999,0,0,0,0.0061964868,633
0.0507029,82,0,1589.0,5400.0,13,0,1,0,0.0,8580600.0,0,0,0,0.010243698,619
0.017381463,79,0,0.106984716,7000.0,13,0,2,0,0.0,748.893012,0,0,0,0.006897596,630
0.676707327,48,0,0.10780613,6622.0,10,0,0,0,2.0,713.89219286,0,1,0,0.077157766,558
0.0,48,0,1515.0,5400.0,10,0,1,0,0.0,8181000.0,0,0,0,0.008805139,623
0.0,63,0,1877.0,5400.0,8,0,1,0,0.0,10135800.0,0,0,0,0.0030908026,653
0.16029301,64,0,0.233293336,21667.0,14,0,4,0,1.0,5054.766711112,0,0,0,0.08928345,554
0.360382932,51,0,0.876749682,5500.0,20,0,1,0,1.0,4822.123251,0,1,0,0.17529587,531
0.015200908,63,0,0.007998609,5750.0,3,0,0,0,0.0,45.99200175,0,0,0,0.012928587,612
0.223677632,35,0,0.375291634,9000.0,7,0,1,0,0.0,3377.624706,0,0,0,0.117052846,545
0.00478687,52,0,0.183003597,2223.0,7,0,0,0,1.0,406.816996131,0,0,0,0.015167602,607
0.182801563,50,3,1987.0,5400.0,5,0,1,1,2.0,10729800.0,4,0,0,0.23218605,521
0.263251459,53,0,828.0,5400.0,7,0,0,0,0.0,4471200.0,0,0,0,0.24553882,519
0.9999999,42,0,0.392871287,5049.0,4,2,2,0,2.0,1983.6071280630001,2,2,1,0.306671,510
0.012098162,86,0,0.003149843,6666.0,6,0,0,0,0.0,20.996853438,0,0,0,0.01208452,614
0.148885111,28,0,0.435080264,4235.0,3,0,2,0,0.0,1842.56491804,0,0,0,0.03681247,581
0.363479558,42,0,870.0,5400.0,3,0,0,0,0.0,4698000.0,0,1,0,0.09000686,553
0.036640086,51,0,0.017651888,2435.0,6,0,0,0,0.0,42.98234728,0,0,0,0.074086726,559
0.081463991,43,0,0.121863282,13867.0,11,0,2,0,0.0,1689.878131494,0,0,0,0.016375005,605
0.01595707,54,0,0.003904725,5121.0,4,0,0,0,0.0,19.996096725,0,0,0,0.025462463,592
0.017246807,84,0,0.014819805,5937.0,20,0,0,0,0.0,87.98518228500001,0,0,0,0.027080776,590
0.015665921,59,0,0.23413685,9250.0,12,0,2,0,1.0,2165.7658625,0,0,0,0.013500168,610
0.000115738,60,0,0.008918316,14800.0,5,0,0,0,1.0,131.9910768,0,0,0,0.008988359,622
0.076394907,57,0,2547.0,5400.0,3,0,1,0,0.0,13753800.0,0,0,0,0.044209316,575
0.383835578,59,0,82.0,5400.0,1,0,0,0,0.0,442800.0,0,1,0,0.04996149,572
0.945465733,38,0,2752.0,5400.0,12,0,2,0,0.0,14860800.0,0,2,0,0.5717815,478
0.365814053,47,0,0.469332885,5950.0,19,0,2,0,0.0,2792.53066575,0,1,0,0.07820742,558
0.004573987,70,0,2.0,5400.0,4,0,0,0,0.0,10800.0,0,0,0,0.01207677,614
0.016056258,33,0,0.737107977,4750.0,12,0,4,0,1.0,3501.2628907499998,0,0,0,0.06578321,563
0.153876319,64,0,8495.0,5400.0,6,0,0,0,0.0,26384400.0,0,0,0,0.041756537,577
0.009913756,44,0,2284.0,5400.0,8,0,1,0,0.0,12333600.0,0,0,0,0.05255679,570
0.439548764,40,0,545.0,1.0,6,0,0,0,3.0,545.0,0,1,0,0.013422059,611
0.017075195,67,0,0.320882852,5300.0,9,0,1,0,0.0,1700.6791156,0,0,0,0.025583625,592
0.538956192,59,0,2276.0,5400.0,15,0,2,0,1.0,12290400.0,0,1,0,0.016637752,604
0.021020397,79,0,0.013064133,2525.0,8,0,0,0,0.0,32.986935825,0,0,0,0.066612996,563
0.304043782,56,0,0.363370321,8200.0,5,0,2,0,0.0,2979.6366322,0,1,0,0.02056261,598
0.003396098,41,0,0.35777692,5181.0,6,0,2,0,1.0,1853.64222252,0,0,0,0.021523736,597
0.061775032,61,2,0.488536155,3401.0,15,0,2,0,0.0,1661.511463155,2,0,0,0.06424071,564
0.0,28,1,0.390070922,140.0,1,2,0,0,0.0,54.60992908,3,0,1,0.46819454,490
0.197684036,40,1,0.353807274,9100.0,16,0,2,0,0.0,3219.6461934,1,0,0,0.15572527,535
0.307827549,72,0,0.273836308,20000.0,12,0,3,0,0.0,5476.726159999999,0,1,0,0.011587108,615
0.020990071,85,0,0.01598934,1500.0,9,0,0,0,0.0,23.98401,0,0,0,0.0065920786,631
0.16243599,47,0,0.08242041,13600.0,8,0,0,0,3.0,1120.917576,0,0,0,0.017371496,603
0.067601196,47,0,0.008380154,10500.0,5,0,0,0,0.0,87.991617,0,0,0,0.025542833,592
0.564955863,56,0,0.966013595,2500.0,7,0,1,0,0.0,2415.0339875,0,1,0,0.24032545,520
0.523699878,63,3,1392.0,5400.0,10,1,0,0,0.0,7516800.0,4,1,0,0.4192217,496
0.78863435,42,2,1.251961237,4333.0,5,0,2,2,0.0,5424.748039921,4,2,1,0.7843835,449
0.164489587,77,1,1.0,1450.0,24,0,2,0,0.0,1450.0,1,0,0,0.025862282,591
0.003295464,71,0,0.002159827,4166.0,4,0,0,0,0.0,8.997839282,0,0,0,0.004757123,641
0.460384904,58,2,0.382131559,9166.0,12,0,2,0,0.0,3502.617869794,2,1,0,0.07698235,558
0.337588747,44,0,0.102606833,8400.0,5,0,0,0,2.0,861.8973972,0,1,0,0.037325352,580
0.0,76,0,0.089454739,7500.0,9,0,0,0,1.0,670.9105425,0,0,0,0.00666428,631
0.049073148,33,0,0.030295914,8515.0,5,0,0,0,0.0,257.96970771,0,0,0,0.03004387,587
0.052654408,68,0,0.279814385,10774.0,13,0,3,0,1.0,3014.72018399,0,0,0,0.041578654,577
1.0,56,0,0.069429596,15900.0,6,5,1,1,1.0,1103.9305763999998,6,2,1,0.44617155,493
0.746268657,29,1,0.068532132,4216.0,2,3,0,0,0.0,288.931468512,4,2,0,0.652308,468
0.009238628,46,0,0.226517519,6078.0,6,0,2,0,0.0,1376.773480482,0,0,0,0.015381445,607
0.040250379,50,0,0.157377259,15662.0,14,0,1,0,4.0,2464.842630458,0,0,0,0.006411225,632
0.0,55,0,0.235324811,3832.0,7,0,1,0,0.0,901.764675752,0,0,0,0.013856675,610
0.082897928,53,0,1058.0,5400.0,4,0,1,0,0.0,5713200.0,0,0,0,0.019213814,600
0.196403961,57,1,0.012160494,23000.0,12,0,1,0,4.0,279.691362,1,0,0,0.019502893,600
0.0,45,0,0.068325693,4580.0,4,0,0,0,0.0,312.93167394000005,0,0,0,0.014702245,608
0.935203703,35,0,0.279760025,3166.0,5,0,0,0,1.0,885.7202391500001,0,2,0,0.26515037,516
0.008395658,66,0,0.004994163,15417.0,4,0,0,0,0.0,76.995010971,0,0,0,0.016283235,605
0.00887737,91,0,0.002687914,20833.0,4,1,0,0,0.0,55.997312362,1,0,1,0.13019517,541
0.0,36,0,1.950029394,1700.0,9,0,3,0,2.0,3315.0499698,0,0,0,0.0247412,593
0.002023004,63,0,0.471974784,7296.0,10,0,1,0,0.0,3443.528024064,0,0,0,0.018794263,601
0.023883697,83,0,0.004892634,3678.0,5,0,0,0,0.0,17.995107852,0,0,0,0.027529212,589
0.9999999,68,0,0.580683863,5000.0,5,0,1,0,0.0,2903.4193149999996,0,2,0,0.022774182,595
0.045907993,85,0,376.0,5400.0,7,0,0,0,0.0,2030400.0,0,0,0,0.0078845285,626
0.02212609,51,0,0.002755664,3265.0,2,0,0,0,0.0,8.997242960000001,0,0,0,0.043323338,576
0.953388201,68,0,0.231402125,2916.0,6,0,0,0,0.0,674.7685965,0,2,0,0.2381576,520
0.917344354,30,1,0.235546039,1400.0,6,0,0,0,0.0,329.7644546,1,2,0,0.48265135,489
0.029085278,38,0,0.031656115,3000.0,7,0,0,0,0.0,94.968345,0,0,0,0.03330183,584
0.01099945,63,0,0.006928406,865.0,5,0,0,0,0.0,5.99307119,0,0,0,0.0049254545,640
0.726013699,39,0,0.524469391,5700.0,4,0,1,0,3.0,2989.4755287,0,2,0,0.089400224,554
0.355206847,43,0,0.171603893,9451.0,6,0,1,0,0.0,1621.828392743,0,1,0,0.021603698,597
0.015212865,59,0,0.151041054,8500.0,9,0,1,0,0.0,1283.8489590000001,0,0,0,0.012138882,614
0.01427345,65,0,1370.0,5400.0,12,0,1,0,0.0,7398000.0,0,0,0,0.0050736857,639
0.040560524,32,0,0.005664778,3000.0,3,0,0,0,0.0,16.994334,0,0,0,0.07401674,560
0.0,44,0,0.234234234,4550.0,5,0,1,0,0.0,1065.7657647,0,0,0,0.0092157945,622
0.972668489,38,0,3063.0,5400.0,7,0,2,0,4.0,16540200.0,0,2,0,0.13203484,541
0.0,64,0,0.137954015,3000.0,6,0,0,0,0.0,413.862045,0,0,0,0.008466121,624
0.0,49,0,0.381042167,5833.0,8,0,1,0,1.0,2222.618960111,0,0,0,0.017942652,602
0.175091245,64,0,0.109389061,10000.0,7,0,1,0,0.0,1093.89061,0,0,0,0.044131096,575
0.283254651,52,2,0.431602048,4100.0,8,0,1,0,2.0,1769.5683968,2,0,0,0.36252016,503
0.011609485,62,0,0.227733253,6612.0,12,0,1,0,0.0,1505.772268836,0,0,0,0.013788801,610
0.148489716,62,0,85.0,5400.0,3,0,0,0,0.0,459000.0,0,0,0,0.058175206,567
1.0,40,0,0.244028842,4437.0,5,0,0,0,1.0,1082.755971954,0,2,0,0.39758328,499
0.13814039,36,0,4.767116442,2000.0,16,0,8,0,2.0,9534.232884,0,0,0,0.24646652,519
0.029859118,73,0,0.112403977,8851.0,9,0,0,0,0.0,994.887600427,0,0,0,0.017993594,602
0.523179648,74,0,0.350324149,12339.0,15,0,2,0,0.0,4322.649674511,0,1,0,0.033915535,583
0.277144571,85,0,0.059176439,3666.0,4,0,0,0,1.0,216.94082537399999,0,0,0,0.033186655,584
0.0,24,0,520.0,5400.0,5,0,0,0,0.0,2808000.0,0,0,0,0.019598678,600
0.659567363,40,0,0.642590775,5094.0,14,0,2,0,2.0,3273.3574078499996,0,1,0,0.15843037,535
0.122837492,52,0,0.595780795,4123.0,9,0,1,0,0.0,2456.404217785,0,0,0,0.14239457,538
0.004530049,62,0,4.0,5400.0,10,0,0,0,0.0,21600.0,0,0,0,0.015595986,606
0.050443323,71,0,0.375472117,4500.0,4,0,1,0,1.0,1689.6245265,0,0,0,0.0072426796,629
0.002177847,78,0,0.002631002,4560.0,3,0,1,0,0.0,11.99736912,0,0,0,0.0011022745,683
